"Data Source","World Development Indicators",

"Last Updated Date","2017-02-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Antigua and Barbuda","ATG","Crop production index (2004-2006 = 100)","AG.PRD.CROP.XD","","196.43","205.73","252.23","252.1","160.77","123.74","102.63","74.98","98.1","102.1","174.55","78.03","75.37","72","77.86","77.42","78.44","81.66","86.08","89.76","101.77","97.12","89.02","88.01","101.34","102.26","106.61","112.11","92.62","98.31","105.1","125.92","138.79","137.72","106.67","115.3","102.04","93.45","107.75","110.71","113.04","112.47","113.63","116.82","90.8","92.38","99.74","103.92","107.3","107.94","110.65","107.98","108.59","","","",
"Australia","AUS","Crop production index (2004-2006 = 100)","AG.PRD.CROP.XD","","24.96","29.85","30.23","34.23","28.92","40.14","31.14","44.97","37.61","36.83","39.64","35.74","43.71","42.34","45.85","44.77","40.71","56.76","54.56","46.62","57.96","45.18","67.72","67.12","65.8","65.51","58.26","64.5","65.85","66.69","62.97","75.5","77.44","60.95","81.34","97.72","95.9","104.23","113.07","108.13","116.64","81.19","110.13","101.13","116.83","82.03","82.66","99.39","101.95","102","120.98","140.58","128.79","","","",
"Austria","AUT","Crop production index (2004-2006 = 100)","AG.PRD.CROP.XD","","86.37","76.49","87.86","93.29","65.42","83.95","88.37","95.79","90.2","89.08","82.74","78.48","86.8","85.83","86.06","88.09","81.53","88.75","84.88","93.19","82.08","107.95","91.76","93.04","84.57","86.78","82.03","98.08","88.84","89.95","87.23","79.94","82.59","83.84","86.63","86.43","93.5","95.68","98.25","93.88","97.07","95.2","92.36","106.04","99.45","94.5","98.92","110.05","103.47","97.66","115.88","98.05","96.01","","","",
"Azerbaijan","AZE","Crop production index (2004-2006 = 100)","AG.PRD.CROP.XD","","","95.4","78.2","68.5","62.4","64.3","53.8","55","61.8","71.4","80.58","84.49","89.92","88.26","106.98","104.76","103.44","109.03","112.35","100.96","","","","","","","","","","","","95.74","78.34","68.46","62.46","64.41","53.77","55.73","62.2","71.77","80.75","84.5","89.82","88.69","106.71","104.6","103.36","109.24","112.35","101.91","111.17","116.42","119.63","","","",
"Burundi","BDI","Crop production index (2004-2006 = 100)","AG.PRD.CROP.XD","","54.84","54.68","54.67","60.44","60.02","60.23","62.92","64.41","63.39","64.82","66.8","59.7","67.76","63.19","68.03","69.11","71.25","66.41","67.53","65.86","73.58","69.91","69.98","68.81","79.34","82.71","85.61","87.52","82.02","89.05","91.74","94.18","91.12","79.59","82.82","84.56","84.75","78.91","82.02","85.82","93.84","106","94.92","107.37","91.14","101.49","93.05","101.09","98.73","107.35","100.49","92.08","129.44","","","",
"Belgium","BEL","Crop production index (2004-2006 = 100)","AG.PRD.CROP.XD","","","","","","","","","","","102.21","88.94","97.77","98.03","108.84","100.84","90.32","95.48","92.56","100.4","97.89","","","","","","","","","","","","","","","","","","","","102.24","88.96","97.72","97.95","108.84","100.82","90.34","95.51","92.6","100.17","98.77","100.14","88.43","94.84","","","",
"Benin","BEN","Crop production index (2004-2006 = 100)","AG.PRD.CROP.XD","","19.82","17.96","17.81","18.74","19.56","18.44","20.7","22.89","21.85","23.24","23.8","23.99","24.41","21.83","20.98","25.02","23.91","26.74","28.44","25.95","25.03","25.5","25.48","34.95","34.47","39.02","32.31","41.4","43.23","45.92","51.35","51.05","57.91","59.2","65.36","74.12","78.1","79.63","82.94","89.47","89.01","98.45","102.14","106.79","101.82","91.38","95.64","114.05","112.11","116.2","127.63","133.58","149.05","","","",
"Burkina Faso","BFA","Crop production index (2004-2006 = 100)","AG.PRD.CROP.XD","","16.5","18.85","18.84","21.12","20.23","21.47","22.27","24.32","23.48","23.39","21.15","21.09","19.96","24.62","28.36","25.36","25.59","28.36","30.07","27.25","31.25","31.46","31.18","31.53","41.28","49.31","43.36","51.48","48.64","44.53","55.83","58.2","58.68","56.23","56.14","64.88","62.82","75.8","75.3","60.38","84.19","87.75","97.95","87.33","104.52","108.15","77.45","119.47","99.43","120.66","102.33","128.1","141.55","","","",
"Bangladesh","BGD","Crop production index (2004-2006 = 100)","AG.PRD.CROP.XD","","39.19","36.83","41.89","41.76","42.58","40.32","46.18","46.63","49.14","46.12","41.53","41.45","46.36","43.83","48.96","46.43","50.29","51.31","50.26","53.47","53","55.21","56.48","56.73","59.15","59.94","59.1","59.16","65.44","65.77","67.33","67.95","67.19","63.92","66.2","70.03","70.67","73.25","84.16","90.6","88.29","90.56","92.85","90.29","103.06","106.65","113","122.16","123.08","131.37","134.95","135.3","137.79","","","",
"Bulgaria","BGR","Crop production index (2004-2006 = 100)","AG.PRD.CROP.XD","","116.05","129.94","136.82","141.74","145.79","169.82","159.74","160.14","168.42","163.92","163.69","173.39","171.45","160.07","162.49","177.15","156.02","166.8","170.5","157.9","177.32","190.82","160.08","181.65","137.56","166.42","152.73","154.51","167.59","149.96","145.31","126.68","92.94","110.12","126.34","90.18","109.31","102.25","101.21","87.46","99.16","105.52","92.22","118.43","87.35","94.21","64.4","105.35","98.29","112.67","114.39","103.53","128.58","","","",
"Bahrain","BHR","Crop production index (2004-2006 = 100)","AG.PRD.CROP.XD","","72.97","73.13","74.28","74.28","74.5","73.27","73.97","74.55","75.06","75.99","76.68","78.25","78.25","85.09","120.21","157.77","198.78","199.97","200.42","203.04","91.18","73.34","74.78","75.88","84.02","88.77","98.15","98.11","97.94","61.17","65.03","74.09","80.07","91.86","109.45","111.3","108.89","129.57","113.91","111.12","106.21","92.5","96.12","92.42","87.07","120.51","110.59","109.86","107.94","113.14","119.38","122.76","123.39","","","",
"Bahamas, The","BHS","Crop production index (2004-2006 = 100)","AG.PRD.CROP.XD","","39.05","40.92","43.25","44.7","46.19","49.71","53.02","53.47","53.79","58.75","55.59","63.94","64.68","66.47","69.26","76.63","76.11","74.71","74.98","74.77","80.97","78.81","75.34","79.21","76.42","74.29","74.82","76.21","79.83","79.06","73.22","68.86","69.24","70.84","75.05","74.97","79.06","82.4","90.2","88.32","92.45","89.07","93.84","100.56","97.24","102.2","110.38","110.8","101.8","136.07","139.96","143.18","144.71","","","",
"Bosnia and Herzegovina","BIH","Crop production index (2004-2006 = 100)","AG.PRD.CROP.XD","","","75.5","67.5","57.3","58.4","61.5","77.7","81.6","78.8","56.6","65.7","71.5","68.51","104.22","94.42","101.35","87.74","95.79","100.35","92.22","","","","","","","","","","","","79.77","71.12","60.47","61.69","65.04","82.03","86.45","83.38","59.99","69.54","75.75","72.36","104.38","96.1","99.51","92.94","101.39","106.55","97.46","100.13","83.62","110.9","","","",
"Belarus","BLR","Crop production index (2004-2006 = 100)","AG.PRD.CROP.XD","","","77.8","102.2","70.2","76.1","87.5","69","65.9","59.2","75.85","74.72","79.35","85.62","105.6","94.63","99.77","104.45","119.09","112.55","107.73","","","","","","","","","","","","77.82","102.15","70.22","76.11","87.52","69.01","65.92","59.17","75.85","74.72","79.35","85.62","105.6","94.63","99.77","104.45","119.71","111.87","109.01","102.02","111.95","96.04","","","",
"Belize","BLZ","Crop production index (2004-2006 = 100)","AG.PRD.CROP.XD","","13.01","10.61","11.69","14.75","15.72","18.57","21.05","24.02","21.97","24.05","25.11","26.2","27.96","30.98","28.58","26.44","33.34","38.14","34.35","40.04","39.52","42.39","38.21","38.16","37.57","38.44","43.98","41.86","46.8","50.58","49.01","59.65","68.57","61.42","67.04","76.15","78.54","75.92","81.87","90.85","90.35","79.65","83.48","98.89","96.26","104.84","96.06","95.47","93.78","92.09","85.22","103.39","102.92","","","",
"Bermuda","BMU","Crop production index (2004-2006 = 100)","AG.PRD.CROP.XD","","82.77","72.15","85.83","90.84","96.59","93.26","83.07","80.99","63.72","98.78","66.28","59.14","76.29","83.41","83.06","85.54","81.2","84.44","85.2","76.33","79.98","83.86","83.49","79.37","83.2","82.31","81.66","90.56","106.48","103.75","107.16","107.05","111","115.94","113.51","105.12","117.46","107.37","111.59","107.64","117.04","103.33","105.53","103.46","95.63","100.91","115.11","115.4","123.95","128.42","125.97","132.09","131.73","","","",
"Bolivia","BOL","Crop production index (2004-2006 = 100)","AG.PRD.CROP.XD","","20.97","21.78","23.74","24.62","25.98","27.06","28.07","31.02","30.61","31.94","33.52","35.92","40.52","40.98","43.55","43.71","41.59","41","39.97","41.41","42.93","44.5","30.75","42.49","48.55","50.57","51.57","52.56","53.33","53.75","58.46","55.92","60.51","64.5","71.6","74.88","76.18","77.87","78.85","85.17","88.28","91.76","98.24","94.86","101.86","103.28","102.68","102.54","122.3","114.07","116.87","126.79","133.1","","","",
"Brazil","BRA","Crop production index (2004-2006 = 100)","AG.PRD.CROP.XD","","23.31","24.67","24.82","24.47","29.29","26.84","29.56","29.61","30.41","31.12","33.58","34.71","32.74","36.25","36.6","37.55","41.21","39.4","41.11","45.45","47.54","48.78","47.47","52.22","58.65","53.92","59.99","60.94","63.55","59.02","59.91","63.86","62.72","68.08","69.97","66.04","70.39","71.16","75.73","77.32","82.78","87.51","95.49","99","97.96","103.04","112.35","121.79","118.79","126.58","135.28","130.58","140.33","","","",
"Barbados","BRB","Crop production index (2004-2006 = 100)","AG.PRD.CROP.XD","","271.63","283.58","326.23","289.48","329.99","298.07","347.83","272.67","251.42","286.95","249.38","217.93","207.73","188.84","173.08","183.71","208.19","185.77","211.79","242.16","198","171.98","156.97","167.53","160.82","181.31","146.41","145.63","123.4","131.4","129.73","119.44","106.89","106.17","109.28","136.36","132.46","113.71","125.1","128.7","107.3","106.36","104.35","95.53","109.56","94.91","95.92","84.34","93.58","77.3","78.88","83.42","83.86","","","",
"Brunei Darussalam","BRN","Crop production index (2004-2006 = 100)","AG.PRD.CROP.XD","","85.44","83.19","73.95","72.55","62.93","61.84","67.6","63.53","73.76","72.65","61.28","60.09","77.22","95.43","95.5","81.99","68.57","68.15","69.99","66.65","66.24","68.34","73.13","65.72","50.45","53.4","51.98","56.26","53.5","57.5","57.41","54.79","60.23","62.27","67.77","78.18","68.54","65.04","77.22","91.51","94.36","89.72","94.1","105.22","100.01","94.77","92.84","92.43","91.73","98.26","96.05","100.57","103.68","","","",
"Bhutan","BTN","Crop production index (2004-2006 = 100)","AG.PRD.CROP.XD","","28.93","29.85","30.75","31.57","32.39","33.15","34.01","34.86","35.71","36.45","37.34","38.15","39.01","39.83","40.72","41.58","42.5","43.67","44.78","47.9","52.21","52.38","53.43","59.36","54.89","56.18","63.88","51.31","51.77","61.91","62.07","63.79","66.57","65.15","67.04","70.69","73.66","71.93","84.26","60.99","61.33","60.92","67.78","79.04","107.23","113.74","114.41","89.9","87.61","94.33","113.95","101.43","97.46","","","",
"Botswana","BWA","Crop production index (2004-2006 = 100)","AG.PRD.CROP.XD","","72.35","45.85","48.74","53.23","51.62","55.5","69.02","56.45","67.41","50.37","90.52","78.56","63.46","94.15","82.14","104.64","91.51","79.98","68.91","80.75","85.12","72.58","68.47","63.77","69.72","70.83","69.57","100.19","96.22","91.6","93.05","73.43","86.28","94.63","90.56","108.85","93.48","74.51","85.22","91.58","98.3","102.75","104.65","109.23","99.29","91.48","74.9","82.63","79.86","89.87","105.36","98.83","96.15","","","",
"Central African Republic","CAF","Crop production index (2004-2006 = 100)","AG.PRD.CROP.XD","","51.28","51.8","53.38","52.01","55.68","55.18","59.55","62.37","64.94","64.62","63.78","67.56","69.11","74.96","74.1","76.07","75.5","72.81","76.82","76.28","76.67","79.39","75.95","73.66","69.69","77.91","71.22","76.88","76.94","76.62","75.88","76.65","75.95","82.05","86.1","95.91","100.5","102.68","96.85","100.47","104.23","100.87","94.89","98.64","99.65","101.72","106.89","109.59","115.3","111.6","117.43","118.92","122.11","","","",
"Canada","CAN","Crop production index (2004-2006 = 100)","AG.PRD.CROP.XD","","24.71","37.69","43.41","38.2","42.59","50.33","40.04","45.27","47.85","42.28","51.99","46.34","48.84","42.91","51.23","56.41","57.85","61.58","56.2","59.01","67.59","72.36","66.89","64.32","70.99","80.45","76.94","58.31","70.48","82.32","80.99","76.14","82.53","85.25","87.18","92.07","87.6","93.74","101.54","96.11","79.29","70.8","90.56","97.82","102.51","99.67","97.38","114.43","110.52","107.1","108.02","120.38","142.44","","","",
"Central Europe and the Baltics","CEB","Crop production index (2004-2006 = 100)","AG.PRD.CROP.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.7594741621347","105.352657930146","92.6726172136783","101.233959521322","101.580636572459","102.409297758065","101.723270715096","97.7612580963675","91.367625021091","102.716298296044","93.9746259114135","89.1670179778955","112.465998710952","96.4079094769422","91.1260918121057","82.1433155242782","102.13419211487","99.3609596939707","92.416740140689","101.231632611795","92.5603194775832","104.319430732347","","","",
"Switzerland","CHE","Crop production index (2004-2006 = 100)","AG.PRD.CROP.XD","","112.42","122.21","113.4","119.19","92.06","110.17","133.59","113.34","121.16","109.96","116.64","96.44","117.16","98.79","118.38","105.82","97.06","109.8","129.06","107.46","107.84","147.66","112.59","129.07","115.99","120.56","98.19","134.54","124.58","118.68","103.25","131","115.52","105.73","105.31","123.57","103.49","123.5","97.48","118.73","94.93","102.27","89.27","108.59","97.23","94.18","104.04","101.81","107.68","93.06","115.4","99.18","89.37","","","",
"Channel Islands","CHI","Crop production index (2004-2006 = 100)","AG.PRD.CROP.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Crop production index (2004-2006 = 100)","AG.PRD.CROP.XD","","29.74","30.84","30.28","31.2","28.56","32.79","33.01","34.16","29.13","30.99","34.72","35.08","30.65","32.31","32.48","32.61","38.39","37.43","41.71","41.05","43.39","43.99","40.95","45.31","45.44","47.23","49.75","53.42","57.84","60.77","63.3","66.72","69.58","74.65","78.79","81.68","79.12","80.93","79.99","81.98","89","90.6","94.29","95.75","100.73","103.52","96.62","98.7","100.96","109.81","117.33","112.52","117.23","","","",
"China","CHN","Crop production index (2004-2006 = 100)","AG.PRD.CROP.XD","","18.03","18.93","19.69","21.08","22.82","24.59","24.86","24.69","24.83","26.62","27.53","26.66","30.06","30.22","30.84","30.48","31.08","34.42","35.38","35","36.99","40.77","44.08","47.98","46.14","47.07","49.54","49.82","50.92","55.09","55.88","57.83","61.79","63.39","67.98","73.52","75.88","78.22","80.77","84.76","86.89","90.83","90.52","97.35","100.12","102.54","108.04","114.72","116.77","120.54","126.73","131.05","133.55","","","",
"Cote d'Ivoire","CIV","Crop production index (2004-2006 = 100)","AG.PRD.CROP.XD","","18.04","18.79","20.94","23.44","22.32","25.2","23.19","27.38","27.43","29.35","30.68","30.66","33.38","34.54","40","40.13","40.51","41.04","45.47","47.26","51.24","47.95","47.74","50.84","55.54","57.16","59.58","62.39","63.73","68.35","66.59","69.66","68.05","70.81","78.31","83.19","86.84","91.64","93.47","100.92","93.75","95.08","93.95","95.67","99.99","104.34","99.38","105.77","99.24","106.53","110.19","120.41","123.59","","","",
"Cameroon","CMR","Crop production index (2004-2006 = 100)","AG.PRD.CROP.XD","","25.96","27.99","31.04","31.8","29.7","30.78","34.5","36.17","35.88","39.11","39.82","41.72","42.68","46.71","46.66","43.87","44.66","44.1","45.18","46.32","47.32","49.21","48.59","49.06","52.2","56.62","48.58","51.64","52.53","54.57","56.17","56.07","59.29","63.11","67.24","71.68","67.73","72.2","75.43","77.44","78.26","80.25","83.03","85.55","103.54","110.91","116.67","120.57","131.34","144.55","148.28","156.48","161.18","","","",
"Congo, Rep.","COG","Crop production index (2004-2006 = 100)","AG.PRD.CROP.XD","","42.28","43.49","44.15","46.02","48.21","49.44","54.18","53.74","52.85","52.36","53.52","51.04","52.9","50.85","52.3","53.17","54.65","52.77","54.03","55.53","57.88","61.2","59.89","62.71","65.49","63.35","64.86","67.28","65.97","65.55","62.78","64.06","65.31","70.15","76.91","79.91","79.99","77.96","84.08","86.18","87.84","89.35","90.92","95.69","100.15","104.16","106.92","112.14","114.77","112.87","114.48","122.51","127.16","","","",
"Colombia","COL","Crop production index (2004-2006 = 100)","AG.PRD.CROP.XD","","31.76","34.76","32.72","34.89","35.26","36.67","37.61","40.02","40.09","41.48","42.34","44.26","46.83","50.04","54.71","55.7","58.19","63.05","64.15","65.42","66.68","63.18","63.55","65.75","63.54","66.62","67.42","70.43","74.16","78.86","81.09","84.25","80.47","79.73","83.08","82.32","83.29","79.74","87.66","88.34","89.37","92.28","97.72","100.31","99.32","100.37","104.42","103.08","100.16","96.79","96.03","98.59","108.15","","","",
"Comoros","COM","Crop production index (2004-2006 = 100)","AG.PRD.CROP.XD","","41.66","41.28","46.2","46.21","46.75","47.37","48.08","48.33","50.9","49","50.36","48.98","48.28","52.1","51.93","51.32","54.78","54.91","56.51","58.06","53.75","58.88","60.46","56.66","59.77","63.4","68.85","71.32","71.38","78.36","80.41","82.29","85.62","85.6","86.25","88.82","87.35","91.98","93.57","94.97","96.9","96.49","98.79","102.57","95.2","102.23","101.82","98.65","107.14","113.14","108.84","111.68","113.06","","","",
"Cabo Verde","CPV","Crop production index (2004-2006 = 100)","AG.PRD.CROP.XD","","42.16","46.21","48","51.75","57.06","59.06","59.32","41.46","42.09","34.28","29.06","27.85","26.62","27.48","28.19","33.72","33.11","36.71","40.38","57.26","35","33.58","30.44","42.38","36.57","46.75","78.81","73.06","72.64","63.61","52.82","48.83","49.5","45.1","46.7","54.33","51.37","55.97","78.56","105.26","105.67","97.75","106.32","103.9","96.72","99.38","99.18","105.2","100.32","98.3","100.54","104.59","99.8","","","",
"Costa Rica","CRI","Crop production index (2004-2006 = 100)","AG.PRD.CROP.XD","","16.31","17.47","18.08","18.21","19.96","22.13","23.09","26.34","29.41","31.71","34.58","34.71","37.32","34.56","36.92","36.38","37.24","39.15","39.21","38.94","40.11","38.79","41.5","43.23","40.52","42.61","43.89","46.56","56.76","61.83","63.36","68.9","69.35","72.24","74.07","79.58","80.88","86.14","88.66","89.28","89.83","85.29","89.49","91.89","96.54","111.57","106.84","102.75","103.42","110.8","115.43","120.51","121.91","","","",
"Caribbean small states","CSS","Crop production index (2004-2006 = 100)","AG.PRD.CROP.XD","","89.6605655572162","89.8360699279697","92.1216108399999","96.1075418866005","101.37931316293","101.279506544638","101.190834953361","96.836017828302","95.5668290609904","96.8158930547057","99.2772448061229","96.0294945412829","89.0758234046009","94.596651523711","91.4312391650569","93.3498349666409","95.6673507727607","101.154365185981","95.8017883466324","96.1068267931225","96.3289143961598","95.0374555748177","89.1164815766381","94.4602729818275","94.0762677841194","97.4915542352433","94.6733708382837","97.0535084018376","91.8380251978511","92.2717804703885","95.9384733571494","104.376167773189","107.896777278007","108.960427748487","116.36236033969","120.589788669446","115.730217705102","106.150621160842","110.319922606454","103.948950498165","105.740157504446","102.069684837873","104.130686397798","104.110255155569","93.2402213520783","102.649523492353","101.286657479418","94.8315086531419","99.9956072829206","100.786296357212","104.196066372934","107.314486874459","113.411271712026","","","",
"Cuba","CUB","Crop production index (2004-2006 = 100)","AG.PRD.CROP.XD","","87.03","64.72","57.21","62.77","78.85","63.93","80.79","73.9","69.39","117.58","83.56","75.24","81.53","90.16","87.49","90.36","99.33","113.23","122.51","106.55","114.12","120.77","114.99","127.79","118.07","119","120.63","128.76","134.73","134.29","130.78","116.24","79","78.1","71.41","87.19","84.25","77.1","94.18","111.94","110.6","118.31","116.18","123.08","96.82","80.1","83.07","83.35","87.2","76.51","85.93","86.57","90.33","","","",
"Curacao","CUW","Crop production index (2004-2006 = 100)","AG.PRD.CROP.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Crop production index (2004-2006 = 100)","AG.PRD.CROP.XD","","101","120.9","113.9","125.4","143.6","220.36","224.84","224.92","229.68","230.2","230.24","232.5","233.81","222.71","233.08","234.73","235.38","228.9","234.21","254.07","235.12","246.43","293.63","246.17","247.71","170.64","218.22","95.75","200.88","109.33","100.95","120.9","113.9","125.39","143.58","140.5","134.6","145.56","147.51","156.39","166.55","153.1","189.36","103.25","98.35","98.4","93.16","80.54","103.32","104.74","110.03","114.11","113.39","","","",
"Cyprus","CYP","Crop production index (2004-2006 = 100)","AG.PRD.CROP.XD","","102.11","102.33","91.48","90.5","126.61","123.87","148.74","148.51","162.47","149.1","170.25","161.75","114.09","135.57","115.03","124.25","123.03","125.2","133.93","137.72","139.29","135.92","137.16","141.15","135.83","123.13","128.7","143.89","152.79","136.42","104.43","131.87","138.48","108.14","136.5","126.64","99.39","116.06","119.95","111","105.91","109.3","104.34","114.54","93.6","91.86","85.11","69.28","67.47","67.57","72.06","65.32","67.95","","","",
"Czech Republic","CZE","Crop production index (2004-2006 = 100)","AG.PRD.CROP.XD","","","","105.2","93.7","97.1","101.5","97.4","98.4","103.3","98.81","102.25","95.99","77.86","113.6","100.12","86.28","92.45","102.81","99.64","86.69","","","","","","","","","","","","","108.97","97.14","100.7","105.16","100.89","101.95","106.98","102.42","105.96","94.28","76.52","111.01","100.14","88.85","95.89","106.42","101.29","89.64","103.43","90.06","102.13","","","",
"Germany","DEU","Crop production index (2004-2006 = 100)","AG.PRD.CROP.XD","","73.33","89.51","95.92","87.72","79.72","85.7","97.41","95.34","84.95","90.45","87.9","87.75","91.88","92.76","82.98","75.72","86.23","90.32","92.25","84.08","81.91","98.75","83.77","98.07","98.06","100.19","94.41","101.88","99.08","93.29","83.98","85.21","85.41","82.4","86.41","90.87","91.6","95.45","100.18","107.42","104.51","96.23","84.82","107.09","99.35","93.56","94.62","102.65","105.9","94.16","94.37","97.6","97.74","","","",
"Djibouti","DJI","Crop production index (2004-2006 = 100)","AG.PRD.CROP.XD","","2.79","2.79","2.79","3.08","3.8","4.01","4.25","4.49","4.49","4.78","4.78","5.27","5.61","6.23","6.37","7.04","7.61","8.36","11.91","41.42","42.6","45.97","46.19","52.57","55.65","60.55","59.98","54.6","60.26","82.48","84.65","86.02","96.99","84.61","109.85","88.96","92.34","95.33","100.95","102.84","105.4","108.75","104.47","89.7","107.38","102.92","108.23","102.42","119.33","131.68","129.9","137.78","137.1","","","",
